,rand_smi,cano_smi,Y
11,C(Nc1c(cc(-c2ccccc2CN(C)C)cc1)F)(Nc1c(Oc2ccccc2C(C)(C)C)nccc1)=O,CN(C)Cc1ccccc1-c1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)c(F)c1,1
12,c1(ccccc1)C1c2ccccc2N(C(=O)[C@@H](N=1)NC(=O)Nc1ccc(cc1)C)C,Cc1ccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)cc1,1
13,c1cc(c(C)cc1)-c1n(CC2CCCN(C(C)C)C2)c(=O)c2c(n1)cn(-c1cccc(OC)c1)n2,COc1cccc(-n2cc3nc(-c4ccccc4C)n(CC4CCCN(C(C)C)C4)c(=O)c3n2)c1,0
14,OC(=O)[C@H]1C(C)(C)S[C@@H]2[C@@H](C(N12)=O)NC([C@@H](c1ccc(O)cc1)N)=O,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0
15,C=CC(Nc1cc(c(OC)cc1N(CCN(C)C)C)Nc1nc(-c2c[nH]c3ccccc23)c(cn1)Cl)=O,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0
16,n1nc(n(c1C1CCOCC1)C)SCCCN1CCc2cc3oc(nc3cc2CC1)C,Cc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(C2CCOCC2)n1C)CC3,0
17,C1CC2(CCC1(OC2)CC1(O)Cn2c(ccc3c2c1c(cn3)F)=O)NCc1cc2c(nn1)OCCO2,O=c1ccc2ncc(F)c3c2n1CC3(O)CC12CCC(NCc3cc4c(nn3)OCCO4)(CC1)CO2,0
18,C1C(CN1C(NC1CCN(CC1)Cc1cn(-c2ccc(C(F)(F)F)cc2)cc1)=O)Oc1ccc(OC)cc1,COc1ccc(OC2CN(C(=O)NC3CCN(Cc4ccn(-c5ccc(C(F)(F)F)cc5)c4)CC3)C2)cc1,1
19,Fc1c2[C@@](CC34CCC(CC4)(CO3)NCc3ccc4c(n3)NC(CO4)=O)(O)Cn3c(=O)ccc(c23)nc1Cl,O=C1COc2ccc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7nc(Cl)c(F)c5c76)(CC3)OC4)nc2N1,0
20,C1N(CCc2c(F)cc(F)cc2)CCN(C1)S(c1ccc(F)cc1)(=O)=O,O=S(=O)(c1ccc(F)cc1)N1CCN(CCc2ccc(F)cc2F)CC1,1
21,c1c(Cl)ccc2c1nc(n2[C@H]1CC[C@@H](NC[C@@H]2Cc3c(ccc(c3)C#N)C2)CC1)C(C)(C)O,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,1
22,c1(cc(ccc1)C(F)(F)F)C(=O)NCC(=O)NC1CCN(CCC2CCN(CC2)C(c2ccccc2F)=O)C1,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CCN(CCC2CCN(C(=O)c3ccccc3F)CC2)C1,0
23,C1CN(CCO1)Cc1cc(c(cc1)Nc1nc(-c2n3ccccc3nc2)c(Cl)cn1)OC,COc1cc(CN2CCOCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,1
24,O=C1S/C(=C/c2ccccc2OCc2nnc(o2)-c2ccccc2)C(N1)=O,O=C1NC(=O)/C(=C\c2ccccc2OCc2nnc(-c3ccccc3)o2)S1,0
25,C(COc1ccc(cc1)-c1ccccc1)CN1CCC(C(c2ccccc2)(c2ccccc2)O)CC1,OC(c1ccccc1)(c1ccccc1)C1CCN(CCCOc2ccc(-c3ccccc3)cc2)CC1,1
26,c1(O[C@@H](C(=O)NO)CCCCNCc2ccc(cc2)F)cc(C)c(c(C)c1)F,Cc1cc(O[C@H](CCCCNCc2ccc(F)cc2)C(=O)NO)cc(C)c1F,1
27,c1(-n2cnnn2)ccc(cc1)CC(=O)N(C)C1CCN(Cc2nc3cc(F)ccc3s2)CC1,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2nc3cc(F)ccc3s2)CC1,1
28,c1(c(N2CCC(=CC#N)CC2)ccc(c1)N1C(=O)O[C@@H](Cn2nnc(F)c2)C1)F,N#CC=C1CCN(c2ccc(N3C[C@H](Cn4cc(F)nn4)OC3=O)cc2F)CC1,1
29,c1c(CN2CCC(CC2)N2C(N(C3CCCCC3)C[C@H]2c2ccccc2)=O)ccc(c1)Oc1ccc(C(=O)O)cc1,O=C(O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,1
30,c1ccc(C(F)(F)F)c(CN(C2CCOCC2)C2CNCC2)c1,FC(F)(F)c1ccccc1CN(C1CCOCC1)C1CCNC1,1
31,O=C(c1ccc(cc1)C#N)N1CCN(C(C1)=O)c1ccc(cc1)OCCCN1CCC[C@H]1C,C[C@@H]1CCCN1CCCOc1ccc(N2CCN(C(=O)c3ccc(C#N)cc3)CC2=O)cc1,0
32,N1C[C@H](CC1)N(C(=O)c1ccccc1C)CC1CCC1,Cc1ccccc1C(=O)N(CC1CCC1)[C@H]1CCNC1,0
33,C12CN(CC(O1)CN(C2)CCCOc1ccc(cc1)C#N)CCNS(=O)(C)=O,CS(=O)(=O)NCCN1CC2CN(CCCOc3ccc(C#N)cc3)CC(C1)O2,0
34,C1n2cc([N+]([O-])=O)nc2OC[C@@H]1Oc1ccc(cc1)OC(F)(F)F,O=[N+]([O-])c1cn2c(n1)OC[C@H](Oc1ccc(OC(F)(F)F)cc1)C2,0
35,C(C[C@@H](c1ccccn1)c1ccc(cc1)Cl)[NH+](C)C,C[NH+](C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,0
36,c1(Cl)ccc(c([C@@H]2[C@H](C2)CN)c1)OCC=C,C=CCOc1ccc(Cl)cc1[C@H]1C[C@@H]1CN,1
37,C(Nc1cc2CCCN(CCN(CC)CC)c2cc1)(c1cccs1)=N,CCN(CC)CCN1CCCc2cc(NC(=N)c3cccs3)ccc21,1
38,n1c2c(cc(cc2)OC)c(CCN2CCC(NCc3ncc4c(SCO4)c3)CC2)c(c1)C#N,COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1,1
39,c1ccc(C(=O)N(C2CNCC2)CC2CCC2)c(Oc2ccccc2)c1,O=C(c1ccccc1Oc1ccccc1)N(CC1CCC1)C1CCNC1,1
40,C12CCC(C2(C)C)(CN(CCN2CCN(C2=O)c2ccc3OCOc3c2)C)CC1,CN(CCN1CCN(c2ccc3c(c2)OCO3)C1=O)CC12CCC(CC1)C2(C)C,1
41,O1CC2(C(C)(Oc3ccc(NC(c4ccc(C#N)cn4)=O)cc3C23COC(=N3)N)C)C1,CC1(C)Oc2ccc(NC(=O)c3ccc(C#N)cn3)cc2C2(COC(N)=N2)C12COC2,0
42,c1cc(C#N)c(cc1)-c1cnc(/C=C/[C@@H]2[C@@H]3[C@H](OC(=O)[C@@]3(CC(F)(F)[C@H]2C)C(C)(C(=O)N)C)C)cc1,C[C@H]1OC(=O)[C@]2(C(C)(C)C(N)=O)CC(F)(F)[C@@H](C)[C@H](/C=C/c3ccc(-c4ccccc4C#N)cn3)[C@H]12,0
43,Clc1c(cc(cc1)Oc1c(ccc(Cl)c1)CNC)C,CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(C)c1,1
44,C1N(CCC(C1)c1n(nc(c1)Cc1ccccc1)CC)C[C@H]1CN([C@H]([C@@H](C)CC)C(=O)O)C[C@@H]1c1cc(F)ccc1,CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,0
45,c1(ccc(cc1F)-c1nn(c(=O)c2c1cccc2)CCCN1CCC(c2cccc(NC(C)=O)c2)CC1)F,CC(=O)Nc1cccc(C2CCN(CCCn3nc(-c4ccc(F)c(F)c4)c4ccccc4c3=O)CC2)c1,0
46,c1c([C@H]2CNC(=O)[C@H](C)C[C@@H]2O[C@H](C)c2cc(cc(C(F)(F)F)c2)C(F)(F)F)ccc(F)c1,C[C@@H]1C[C@H](O[C@H](C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H](c2ccc(F)cc2)CNC1=O,1
47,c1([nH]cnc2c1c(nc(N[C@H]1[C@@H](CCCC1)N)c2)Nc1cccc2c1[nH]cc2Cl)=O,N[C@@H]1CCCC[C@H]1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3c(Cl)c[nH]c23)n1,0
48,C1N(C([C@H](NC(=O)c2ccccc2)C(C)C)=O)CCC(c2ccc(Cl)cc2)C1,CC(C)[C@@H](NC(=O)c1ccccc1)C(=O)N1CCC(c2ccc(Cl)cc2)CC1,1
49,C1C(N2CC(NC(=O)CNc3c4c(ccc(C(F)(F)F)c4)[nH]n3)C2)CCC(C1)C(=O)OCC,CCOC(=O)C1CCC(N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc34)C2)CC1,1
50,c1c(ccc(OCCN2CCCCC2)c1)S(N)(=O)=O,NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,0
51,FC(F)(c1ccc(cc1)C1CCC(CNC(c2ccc(cc2)-c2oc3c(cc(C#N)cc3n2)C(C)C)=O)CC1)F,CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NCC4CCC(c5ccc(C(F)(F)F)cc5)CC4)cc3)oc12,0
52,n1cc(Cl)c(-c2cnc3n2cccc3)nc1Nc1c(cc(N2CCOCC2)cc1)OC,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,1
53,c1c(ccc([C@]2(O)CC[C@@H](N3CC(C3)NC(=O)CNC(=O)c3cc(C(F)(F)F)ccc3)CC2)c1)OC,COc1ccc([C@]2(O)CC[C@@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1,1
54,c1c(ccc(c1)OC[C@@H](O)CN1CCN(Cc2ccc(c(c2)Cl)Cl)CC1)F,O[C@H](COc1ccc(F)cc1)CN1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,1
55,c12c(nc(cc2)N2CCNCC2C)C(OCc2cc(F)ccc2C)CC1,Cc1ccc(F)cc1COC1CCc2ccc(N3CCNCC3C)nc21,1
56,C(N1CCN(CC1)C(=O)Cc1ccc(cc1)F)(c1cc(ccc1)S(N(C)c1ccccc1)(=O)=O)=O,CN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)N2CCN(C(=O)Cc3ccc(F)cc3)CC2)c1,1
57,C1[C@H](CC[C@@H](C1)c1ccc(cc1)O)NC(=O)CCc1ncccc1,O=C(CCc1ccccn1)N[C@H]1CC[C@H](c2ccc(O)cc2)CC1,0
58,c1ccc(OC)c(c1)-c1n2nc(Nc3c(cc(cc3)[C@@H]3[C@H](CN(CCO)CC3)O)OC)ncc2cc1,COc1cc([C@H]2CCN(CCO)C[C@@H]2O)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1,1
59,c1(COc2ccn(c(c2)=O)-c2cc3cnn(c3cc2)CC(O)CN(C)C)ccccc1,CN(C)CC(O)Cn1ncc2cc(-n3ccc(OCc4ccccc4)cc3=O)ccc21,0
60,C1[C@H](c2cc(=O)n(C)cc2)[C@H](CNC1)c1ccc(-c2c(CCNC(=O)C)cccc2)cc1Cl,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,1
61,C1[C@H](N(CC1)N1CCN(C1=O)c1cc(Cl)ccc1)COC,COC[C@@H]1CCCN1N1CCN(c2cccc(Cl)c2)C1=O,1
62,C1N([C@H](CC1)C)C(c1n2c(c(c1)C(N[C@H](CC)c1ccc(c(Cl)c1)Cl)=O)COCC2)=O,CC[C@@H](NC(=O)c1cc(C(=O)N2CCC[C@@H]2C)n2c1COCC2)c1ccc(Cl)c(Cl)c1,0
63,CC([C@@]1(C(=O)N2CCN(CC2)c2ncnc(c2)C(F)(F)F)C[C@H](N[C@H]2CCOC[C@H]2OC)CC1)C,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ncn3)CC2)(C(C)C)C1,0
64,C(c1cccc(c1C)[C@@H]1OC[C@H]2N(C1)CCN(C(Cc1ccc(nc1)-n1cnnn1)=O)C2)#N,Cc1c(C#N)cccc1[C@H]1CN2CCN(C(=O)Cc3ccc(-n4cnnn4)nc3)C[C@H]2CO1,0
65,C(N1c2ccccc2OCC1=O)CCN1CCC(CC1)NC(Cc1ccccc1)=O,O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc32)CC1,0
66,C1C(CCC(NC(=O)C)C1)C(C)C(C(N1CCC(F)C1)=O)N,CC(=O)NC1CCC(C(C)C(N)C(=O)N2CCC(F)C2)CC1,0
67,C1CC2[C@@H](CN1CC2)NC(c1cccc2c1nc(o2)N)=O,Nc1nc2c(C(=O)N[C@@H]3CN4CCC3CC4)cccc2o1,0
68,C(c1cccnc1)N(Cc1n(Cc2ccc(C#N)cc2)cnc1)C1CCN(C1=O)Cc1ccccc1,N#Cc1ccc(Cn2cncc2CN(Cc2cccnc2)C2CCN(Cc3ccccc3)C2=O)cc1,1
69,O=C(Nc1c2c3c(cccc3)sc2c(-c2c3oc(cc(=O)c3ccc2)N2CCOCC2)cc1)CN1CCN(CC1)C,CN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,0
70,n1nc(n2c1[C@H](N(CC2)C(=O)c1ccc(F)cc1)C)-c1snc(C)n1,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,0
71,C1N(c2c(cc(Cl)nn2)C)C[C@H](N(C1)C(=O)Nc1nc2c(cc(F)cc2)s1)C,Cc1cc(Cl)nnc1N1CCN(C(=O)Nc2nc3ccc(F)cc3s2)[C@H](C)C1,1
72,c1cc(NC([C@@H](Oc2ncnc3c2cnn3-c2c(F)cccc2Cl)CN2CC(C2)O)=O)ncc1F,O=C(Nc1ccc(F)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,0
73,C1CN(CCN2C(=O)c3c(cc(cc3)-c3ccc(C(N4CCC[C@@H]4C)=O)cc3)CC2)CC1,C[C@H]1CCCN1C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,0
74,c1c(c2c([nH]1)ccc(NC(=N)c1cccs1)c2)C1CCC(NC)CC1,CNC1CCC(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)CC1,0
75,c1nc2CCN(Cc2cc1C(F)(F)F)C([C@]12CN(C(=O)OCCN3CCCC3)C[C@@H]2C[C@H](C1)NC1C(OC)COCC1)=O,COC1COCCC1N[C@@H]1C[C@H]2CN(C(=O)OCCN3CCCC3)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,0
76,c1nc(C)cn1-c1c(cc(cc1)-c1cn(nn1)C1C(N(CC23CC4CC(C2)CC(C3)C4)CC[C@H](C(C)(C)C)C1)=O)OC,COc1cc(-c2cn(C3C[C@@H](C(C)(C)C)CCN(CC45CC6CC(CC(C6)C4)C5)C3=O)nn2)ccc1-n1cnc(C)c1,1
77,c1cc2c(cc1)CN(C2)CCN1CCN(c2ccc3c(cco3)c2)C1=O,O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccc2occc2c1,1
78,c1c(cc2Cc3c(-c4csc(C#CCOc5ccccc5)c4)[nH]nc3-c2c1)OCCOC,COCCOc1ccc2c(c1)Cc1c-2n[nH]c1-c1csc(C#CCOc2ccccc2)c1,0
79,C1N(C)CCN(c2cc3c(nnc(C(=O)N)c3Nc3c(F)ccc(C)c3)cc2OC)C1,COc1cc2nnc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1,0
80,Cc1nc2c(c(ccc2)-c2n(C)c(nn2)SCCCN2CCc3c(CC2)c2nc(C)oc2cc3Cl)cc1,Cc1ccc2c(-c3nnc(SCCCN4CCc5c(Cl)cc6oc(C)nc6c5CC4)n3C)cccc2n1,1
81,n1(C2CCCCC2)cc(c2c1ccc(c2)Cl)C1CC[NH+](CCN2CCNC2=O)CC1,O=C1NCCN1CC[NH+]1CCC(c2cn(C3CCCCC3)c3ccc(Cl)cc23)CC1,0
82,C1CC(O)(c2ccc(nc2)OC)CCC1N1CC(NC(CNc2c3c(on2)ccc(c3)C(F)(F)F)=O)C1,COc1ccc(C2(O)CCC(N3CC(NC(=O)CNc4noc5ccc(C(F)(F)F)cc45)C3)CC2)cn1,1
83,[C@@H]1(c2ccc(F)cc2)[C@@H](O[C@H](C)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)CCn2c([nH]nc2C1)=O,C[C@@H](O[C@H]1CCn2c(n[nH]c2=O)C[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
84,c1cc(ccc1/C=C/c1c(F)cccc1F)NC,CNc1ccc(/C=C/c2c(F)cccc2F)cc1,0
85,n1cc2c(c(n(C[C@@H]3CN(CCC3)C(C)C)c(C)n2)=O)cc1Oc1ccc2c(c1)scn2,Cc1nc2cnc(Oc3ccc4ncsc4c3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,1
86,CC(N1Cc2n(c(C3CCN(c4ccccn4)CC3)nn2)-c2c(cc(cc2)Cl)C1)=O,CC(=O)N1Cc2cc(Cl)ccc2-n2c(nnc2C2CCN(c3ccccn3)CC2)C1,0
87,CC(O)(c1[nH]cc(-c2ccc(OC(F)(F)F)cc2)n1)C,CC(C)(O)c1nc(-c2ccc(OC(F)(F)F)cc2)c[nH]1,0
88,n1c(C)ccc2c(-c3nnc(SCCCN4CCc5c(CC4)ccc(-c4cc(on4)C)c5)n3C)cccc12,Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)on6)cc5CC4)n3C)cccc2n1,1
89,c1cc(F)cc(c1)-c1c2c(c(nc1C#N)-n1cc(C)nc1)ccc(OC)c2,COc1ccc2c(-n3cnc(C)c3)nc(C#N)c(-c3cccc(F)c3)c2c1,0
90,C1OC[C@@H](N2CCC3([C@H](c4ccc(F)cc4)CNC3=O)CC2)[C@@](c2ccccc2)(O)C1,O=C1NC[C@@H](c2ccc(F)cc2)C12CCN([C@@H]1COCC[C@@]1(O)c1ccccc1)CC2,0
91,o1c2c([nH]c1=O)ccc(c2)C1=NN(C(c2ccc(cc2)F)C1)c1ccc(cc1)C#N,N#Cc1ccc(N2N=C(c3ccc4[nH]c(=O)oc4c3)CC2c2ccc(F)cc2)cc1,1
92,Cc1c(C(NCC[C@H](N2CCC(CC2)N(Cc2ccsc2)C(NOCCOC)=O)C)=O)c(C)nc(Cl)c1,COCCONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,0
93,c1(F)ccc(S(=O)(c2ncc(C=Cc3ccc(F)cc3)cc2)=O)cc1,O=S(=O)(c1ccc(F)cc1)c1ccc(C=Cc2ccc(F)cc2)cn1,1
94,C(c1n(cnc1)Cc1ccc(cc1)C#N)[N+]C1C(N(CC1)C(c1cccc(c1)Cl)=O)=O,N#Cc1ccc(Cn2cncc2C[N+]C2CCN(C(=O)c3cccc(Cl)c3)C2=O)cc1,1
95,C1C2(COC(CC2)(C1)CC1(Cn2c3c(ccc2=O)ncc(F)c31)O)NCc1ncc2c(c1)S(=O)(=O)CCO2,O=c1ccc2ncc(F)c3c2n1CC3(O)CC12CCC(NCc3cc4c(cn3)OCCS4(=O)=O)(CC1)CO2,0
96,c1(ccccn1)Cn1c2c(cc1)nc(nc2OCc1noc(C)n1)N,Cc1nc(COc2nc(N)nc3ccn(Cc4ccccn4)c23)no1,0
97,c1([nH]ncc1C(=O)NC[C@H](CN1CCC(Oc2ccc(c(Cl)c2)Cl)CC1)O)C1CC1,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cn[nH]c1C1CC1,1
98,c1cc2c(ccc(CO[C@H]3CCNC3)c2)cc1,c1ccc2cc(CO[C@H]3CCNC3)ccc2c1,0
99,O=C(N1CCN(CC1)c1cc2c(c(C(=O)N)nnc2cc1OC)Nc1ccc(cc1F)C)[C@H](O)C,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C(=O)[C@@H](C)O)CC1,0
100,c1cc(ccc1)COC(N1CCN(c2ncc(cc2)C(=O)Nc2ccccc2N)C[C@@H]1C)=O,C[C@H]1CN(c2ccc(C(=O)Nc3ccccc3N)cn2)CCN1C(=O)OCc1ccccc1,0
101,N(c1cccc(c1)CC)C(N1CCc2nc(nc(-c3c(C)cccc3)c2C1)-c1cncnc1)=O,CCc1cccc(NC(=O)N2CCc3nc(-c4cncnc4)nc(-c4ccccc4C)c3C2)c1,1
102,O=C(c1cc2c(cc1)[nH]nc2)C1(CCC(C)(C)C)NCCC1,CC(C)(C)CCC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,0
103,c1ccccc1Oc1ccc(Cc2nc3c(cc(N)cc3)[nH]2)cc1,Nc1ccc2nc(Cc3ccc(Oc4ccccc4)cc3)[nH]c2c1,1
104,C1CCCN1Cc1cc(Nc2sc(-c3ccccc3)cn2)ncc1,c1ccc(-c2cnc(Nc3cc(CN4CCCC4)ccn3)s2)cc1,1
105,c1c(ccc2c3c([nH]c21)C1(NC(C3)C)c2c(NC1=O)ccc(Cl)c2)Cl,CC1Cc2c([nH]c3cc(Cl)ccc23)C2(N1)C(=O)Nc1ccc(Cl)cc12,0
106,C1CC(CCN1c1nc2c(n1Cc1ccc(F)cc1)cccc2)CNc1[nH+]ccc(=O)[nH]1,O=c1cc[nH+]c(NCC2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)[nH]1,1
107,C1C2CN(CC(CN1CCN(S(=O)(c1ccc(C#N)cc1)=O)C)O2)CCc1cc(F)ccc1,CN(CCN1CC2CN(CCc3cccc(F)c3)CC(C1)O2)S(=O)(=O)c1ccc(C#N)cc1,0
108,c1(cc(cc(c1)-c1ccc2OCOc2c1)OCCCCCCc1cccc(c1CCC(O)=O)OCCCC(=O)O)-c1cccc(F)c1,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3cccc(F)c3)cc(-c3ccc4c(c3)OCO4)c2)c1CCC(=O)O,1
109,C(N)(CC(=O)N1CCNC(=O)C1COC(C)(C)C)Cc1c(cc(F)c(c1)F)F,CC(C)(C)OCC1C(=O)NCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F,0
110,c1(ccc(cc1)C(F)(F)F)[C@H]1[C@]2(CN(CCSc3nnc(-c4ocnc4C)n3C)CC2)C1,Cc1ncoc1-c1nnc(SCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,1
111,c1c(C2c3cccc(c3OC3(CCNCC3)C=2)O)ccc(c1)C(=O)N(CC)CC,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3c(O)cccc32)cc1,0
112,C1C[C@@H](C(=O)N1[C@H]1CC[C@H](C[C@H]1CS(=O)(C)=O)N(C(C)C)C)NC(c1nc(ccc1)C(F)(F)F)=O,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cccc(C(F)(F)F)n3)C2=O)[C@H](CS(C)(=O)=O)C1,0
113,c1c2c(ccc1)c(c([nH]2)-c1ccccc1)C1CC2N(C(CC2)C1)CCc1ccccc1,c1ccc(CCN2C3CCC2CC(c2c(-c4ccccc4)[nH]c4ccccc24)C3)cc1,1
114,c1(c(F)cccc1F)/C=C/CNC12COC(C[C@]3(O)Cn4c(ccc5ncc(F)c3c45)=O)(CC2)CC1,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NC/C=C/c3c(F)cccc3F)(CC1)CO2,1
115,c1(C(c2ccccc2)=C(CC)c2ccccc2)ccc(OCCN(C)C)cc1,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1
116,CC(C1(C(=O)N2CCN(c3ncnc(c3)C(F)(F)F)CC2)CC(NC2CCOCC2OC)CC1)C,COC1COCCC1NC1CCC(C(=O)N2CCN(c3cc(C(F)(F)F)ncn3)CC2)(C(C)C)C1,0
117,C1N(C(=O)[C@@H]([NH2+]Cc2cncn2Cc2ccc(cc2)C#N)C1)C(=O)c1cccnc1[O-],N#Cc1ccc(Cn2cncc2C[NH2+][C@H]2CCN(C(=O)c3cccnc3[O-])C2=O)cc1,0
118,C1CN(CC2CN([C@@H](C(=O)O)[C@H](CC)C)C[C@@H]2c2cc(F)ccc2)CCC1c1n(nc(c1)Cc1ccc(cc1)C(C)C)CC,CC[C@H](C)[C@H](C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(C(C)C)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,1
