,rand_smi,cano_smi,Y
23,C(c1ccc(cc1)F)CNC(=O)C1CCN(c2nc(cc(n2)C)C)CC1,Cc1cc(C)nc(N2CCC(C(=O)NCCc3ccc(F)cc3)CC2)n1,0
24,C1CCC(N2C(C(C(N(C2=O)C2CCCCC2)=O)=CN(C)C)=O)CC1,CN(C)C=C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,0
25,c1ccccc1S(=O)(N(c1ncccc1)CC(OC)=O)=O,COC(=O)CN(c1ccccn1)S(=O)(=O)c1ccccc1,0
26,c1(nsc(c1N)C(=O)N(C(C)C(=O)NC1CCCC1)c1ccc2c(OCCO2)c1)C(=O)N,CC(C(=O)NC1CCCC1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc2c(c1)OCCO2,1
27,O=C(O)C(=O)O.c1ccccc1CNc1n(c(cn1)-c1ccc2c(OCO2)c1)C,Cn1c(-c2ccc3c(c2)OCO3)cnc1NCc1ccccc1.O=C(O)C(=O)O,1
28,C(n1c(nc2c1c([nH]c(n2C)=O)=O)-n1nc(C)cc1C)(C)C,Cc1cc(C)n(-c2nc3c(c(=O)[nH]c(=O)n3C)n2C(C)C)n1,0
29,CC1(N=C(N(c2ccccc2)C1=O)SCCC#N)CCC#N,CC1(CCC#N)N=C(SCCC#N)N(c2ccccc2)C1=O,0
30,n1[nH]c(-c2ccncc2)nc1SCC(=O)Nc1cc(C)ccc1,Cc1cccc(NC(=O)CSc2n[nH]c(-c3ccncc3)n2)c1,1
31,C1N(CCOC1)Cc1ccc(C(Nc2ccc(S(N3CCCC3)(=O)=O)cc2)=O)cc1,O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(CN2CCOCC2)cc1,0
32,c1ccc(cc1)N1CCN(C(=O)Nc2cccc(c2)NC(=O)N2CCN(c3ccccc3)CC2)CC1,O=C(Nc1cccc(NC(=O)N2CCN(c3ccccc3)CC2)c1)N1CCN(c2ccccc2)CC1,1
33,O=C(C)NC1(c2cccc(c2)F)CCN(CC(=O)NC2CCCCC2)CC1,CC(=O)NC1(c2cccc(F)c2)CCN(CC(=O)NC2CCCCC2)CC1,0
34,c12OCCOc1ccc(c2)S(=O)(=O)N1CCN(CC1)c1cc(Cl)ccc1C,Cc1ccc(Cl)cc1N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,0
35,Cn1c(SCC(=O)Nc2c(C(=O)OCC)c(c(C)s2)C)nnn1,CCOC(=O)c1c(NC(=O)CSc2nnnn2C)sc(C)c1C,1
36,C1(c2cc(ccc2)OCC)C(C(=O)c2oc(C)cc2)=C(C(N1Cc1ccncc1)=O)O,CCOc1cccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2Cc2ccncc2)c1,1
37,c1ccccc1Cc1n(CC)c(SCC(=O)NC(C)(C)C)nn1,CCn1c(Cc2ccccc2)nnc1SCC(=O)NC(C)(C)C,1
38,C1COC(C1)C(=O)Nc1ccc(cc1)C(=O)OCC,CCOC(=O)c1ccc(NC(=O)C2CCCO2)cc1,0
39,CC(n1nnnc1C(N(CCCO)Cc1c(=O)[nH]c2c(c1)cc(cc2)C)C(C)C)(CC)C,CCC(C)(C)n1nnnc1C(C(C)C)N(CCCO)Cc1cc2cc(C)ccc2[nH]c1=O,1
40,Clc1ccccc1S(N(Cc1cc2c(cc(c(OC)c2)OC)[nH]c1=O)CCCO)(=O)=O,COc1cc2cc(CN(CCCO)S(=O)(=O)c3ccccc3Cl)c(=O)[nH]c2cc1OC,1
41,c1cccc(OCc2n(c(SCC(Nc3nnc(s3)CC)=O)nn2)Cc2ccccc2)c1,CCc1nnc(NC(=O)CSc2nnc(COc3ccccc3)n2Cc2ccccc2)s1,0
42,c1c(ccc(Cl)c1)-c1cnc(n1CC(C)C)SCC(N1CCOCC1)=O,CC(C)Cn1c(-c2ccc(Cl)cc2)cnc1SCC(=O)N1CCOCC1,0
43,n1c2c(cc(s2)CC)c(nc1)NCCO,CCc1cc2c(NCCO)ncnc2s1,0
44,c1cc(C)c(/C(O)=C2/C(c3cnccc3)N(C(C2=O)=O)Cc2cnccc2)cc1C,Cc1ccc(C)c(/C(O)=C2\C(=O)C(=O)N(Cc3cccnc3)C2c2cccnc2)c1,0
45,c1(=O)c2c(nc(-n3nc(C)cc3C)n2CC(C)C)n(C)c(=O)[nH]1,Cc1cc(C)n(-c2nc3c(c(=O)[nH]c(=O)n3C)n2CC(C)C)n1,0
46,FC(F)(C1CC(c2ccccc2)Nc2n1ncc2C(NCc1c(C)n(C)nc1C)=O)F,Cc1nn(C)c(C)c1CNC(=O)c1cnn2c1NC(c1ccccc1)CC2C(F)(F)F,1
47,c1(NC(=O)CN(C)CCC#N)ccc(NC(CN(CCC#N)C)=O)cc1,CN(CCC#N)CC(=O)Nc1ccc(NC(=O)CN(C)CCC#N)cc1,0
48,Cc1ccc(C(N2CCN(CC2)C(c2ccco2)=O)c2n(nnn2)CC2OCCC2)cc1,Cc1ccc(C(c2nnnn2CC2CCCO2)N2CCN(C(=O)c3ccco3)CC2)cc1,1
49,O=c1oc2c(c(c1Br)Cl)ccc(N(CC)CC)c2,CCN(CC)c1ccc2c(Cl)c(Br)c(=O)oc2c1,1
50,C(NC(C(=O)Nc1c(ccc(c1)OC)OC)CC(=O)O)c1occc1,COc1ccc(OC)c(NC(=O)C(CC(=O)O)NCc2ccco2)c1,0
51,c1cc(sc1)C1CC(=O)Nc2cc3OCOc3cc21,O=C1CC(c2cccs2)c2cc3c(cc2N1)OCO3,1
52,c1c(C)c(ccc1NC(C1CCN(S(=O)(c2c(ccc(OC)c2)OC)=O)CC1)=O)C,COc1ccc(OC)c(S(=O)(=O)N2CCC(C(=O)Nc3ccc(C)c(C)c3)CC2)c1,1
53,Br.C(=O)(Cn1c(=N)n(CCN2CCCCC2)c2ccccc12)OC,Br.COC(=O)Cn1c(=N)n(CCN2CCCCC2)c2ccccc21,0
54,o1c(C2CCCN(C2)C(=O)c2ccccc2OC)nc(n1)-c1cc(c(cc1)OC)OC,COc1ccc(-c2noc(C3CCCN(C(=O)c4ccccc4OC)C3)n2)cc1OC,1
55,c1(cc(OC)ccc1)/C(=C1\C(C(N(CCOC)C1c1ccc(C)o1)=O)=O)O,COCCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccc(C)o1,0
56,CCn1c(nnc1SCC(=O)Nc1cc(ccc1OC)OC)COc1ccccc1,CCn1c(COc2ccccc2)nnc1SCC(=O)Nc1cc(OC)ccc1OC,1
57,c1(SCC(=O)Nc2nnc(COC)s2)ccc(cc1)C,COCc1nnc(NC(=O)CSc2ccc(C)cc2)s1,0
58,c1ccc(-c2n(c(nc2)N)CC2OCCC2)cc1,Nc1ncc(-c2ccccc2)n1CC1CCCO1,1
59,O=c1c2n(CCCC)c(SCC(N3CCCC3)=O)nc2n(C)c(n1C)=O,CCCCn1c(SCC(=O)N2CCCC2)nc2c1c(=O)n(C)c(=O)n2C,1
60,n1n(nc(n1)-c1cccs1)CCC(=O)O,O=C(O)CCn1nnc(-c2cccs2)n1,0
61,C1CN(CCCC1)c1c(NC(CSc2oc3ccccc3n2)=O)cccc1,O=C(CSc1nc2ccccc2o1)Nc1ccccc1N1CCCCCC1,1
62,c1cccc(CCCn2c(nc3c2c([nH]c(n3C)=O)=O)NCCCO)c1,Cn1c(=O)[nH]c(=O)c2c1nc(NCCCO)n2CCCc1ccccc1,0
63,C(c1cccnc1N1CCCCCC1)(NC1CCCC1)=O,O=C(NC1CCCC1)c1cccnc1N1CCCCCC1,1
64,C(n1c2c(nn1)c([nH]c(n2)C1CCN(CC1)C(Cc1sccc1)=O)=O)c1ccccc1Cl,O=C(Cc1cccs1)N1CCC(c2nc3c(nnn3Cc3ccccc3Cl)c(=O)[nH]2)CC1,1
65,o1cccc1C(c1c2ccccc2n(c1)CCOc1ccccc1OC)=O,COc1ccccc1OCCn1cc(C(=O)c2ccco2)c2ccccc21,1
66,C1CC2CC(CC(N2CC(=O)Nc2ccccc2)C1)NC(c1cc(OC)ccc1)=O.Cl,COc1cccc(C(=O)NC2CC3CCCC(C2)N3CC(=O)Nc2ccccc2)c1.Cl,0
67,C1C(CCN(S(=O)(c2ccc(OC)cc2)=O)C1)NC(Nc1ccc(C)cc1)=O,COc1ccc(S(=O)(=O)N2CCC(NC(=O)Nc3ccc(C)cc3)CC2)cc1,1
68,c1ccccc1NC(NCc1n(C)c(SCc2ccccc2)nn1)=O,Cn1c(CNC(=O)Nc2ccccc2)nnc1SCc1ccccc1,1
69,C(C(=O)N1c2ccccc2CCC1)Sc1nnc(CNc2ccccc2)o1,O=C(CSc1nnc(CNc2ccccc2)o1)N1CCCc2ccccc21,1
70,c1cc(C(OC(C)C)=O)oc1S(NC(=O)NCCCC)(=O)=O,CCCCNC(=O)NS(=O)(=O)c1ccc(C(=O)OC(C)C)o1,0
71,O(c1ccc(cc1)C(N1C(C(=O)O)CCC1)=O)CC,CCOc1ccc(C(=O)N2CCCC2C(=O)O)cc1,0
72,N(c1n2c(nc(c1C)C)ncn2)CCc1ccc(cc1)OC,COc1ccc(CCNc2c(C)c(C)nc3ncnn23)cc1,0
73,C12C(c3c(ccc(c3)OC)OC)C(C(N)=C(C2=CCN(C1)CCC)C#N)(C#N)C#N,CCCN1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3cc(OC)ccc3OC)C2C1,1
74,COc1cccc(/C(O)=C2/C(N(CCOC)C(=O)C2=O)c2ccco2)c1,COCCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccco1,0
75,c1(nc(cc(n1)C(F)F)-c1ccc(cc1)OC)-n1c(cc(C)n1)C,COc1ccc(-c2cc(C(F)F)nc(-n3nc(C)cc3C)n2)cc1,1
76,COc1c(cc(cc1)Cl)NC(CN1C(=O)CSC1=O)=O,COc1ccc(Cl)cc1NC(=O)CN1C(=O)CSC1=O,1
77,c1(C)c(c2n([nH]1)c(=O)c(c(C)n2)CC)C#N,CCc1c(C)nc2c(C#N)c(C)[nH]n2c1=O,0
78,C1N(C(=O)OCC)CCN(C1)C(=O)c1cc(c(Cl)cc1)S(N1CCOCC1)(=O)=O,CCOC(=O)N1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1,0
79,C1(CCN(CC1)C(=O)Cc1cccs1)c1[nH]c(=O)c2c(n(Cc3ccc(C)cc3)nn2)n1,Cc1ccc(Cn2nnc3c(=O)[nH]c(C4CCN(C(=O)Cc5cccs5)CC4)nc32)cc1,1
80,c1cc(C(C)C)ccc1-c1nnn(CCC(O)=O)n1,CC(C)c1ccc(-c2nnn(CCC(=O)O)n2)cc1,0
81,C1N(CCCC1)CCCOC(c1ccc(cc1)O)=O,O=C(OCCCN1CCCCC1)c1ccc(O)cc1,0
82,C1CN(CCC21OCCO2)C(=O)CCC(=O)Nc1noc(c1)C,Cc1cc(NC(=O)CCC(=O)N2CCC3(CC2)OCCO3)no1,0
83,c1(cc2c(cccc2)nc1)NC(c1cccc(c1)-n1nnnc1)=O,O=C(Nc1cnc2ccccc2c1)c1cccc(-n2cnnn2)c1,0
84,N1=C(c2c(sc3c2CCCC3)NC(C1)=O)c1sccc1,O=C1CN=C(c2cccs2)c2c(sc3c2CCCC3)N1,1
85,c1oc(C(=O)NCC(=O)OCc2c(F)cccc2Cl)cc1,O=C(CNC(=O)c1ccco1)OCc1c(F)cccc1Cl,0
86,c1cnccc1CN1CCN(CC1)C(c1ccc(cc1)Cl)c1nnnn1C1CCCC1,Clc1ccc(C(c2nnnn2C2CCCC2)N2CCN(Cc3ccncc3)CC2)cc1,1
87,c1c(-c2nnc(SCC(Oc3ccccc3)=O)o2)cccn1,O=C(CSc1nnc(-c2cccnc2)o1)Oc1ccccc1,0
88,C1N(CCC1)Cc1ccc(cc1)NC(=O)c1ccc(cc1)S(=O)(N(C)C)=O,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccc(CN3CCCC3)cc2)cc1,0
89,O=S(NCC(N(Cc1ccco1)C(C(NCC1OCCC1)=O)C(C)C)=O)(=O)c1ccc(cc1)F,CC(C)C(C(=O)NCC1CCCO1)N(Cc1ccco1)C(=O)CNS(=O)(=O)c1ccc(F)cc1,1
90,Cn1c(c2n(CCCC)c(nc2n(c1=O)C)Cl)=O,CCCCn1c(Cl)nc2c1c(=O)n(C)c(=O)n2C,0
91,s1c(ccc1-c1ccccc1)NC(=O)C,CC(=O)Nc1ccc(-c2ccccc2)s1,0
92,Clc1snc(C(=O)OCC(NCCOC)=O)c1Cl,COCCNC(=O)COC(=O)c1nsc(Cl)c1Cl,0
93,n1nc(-c2ccc(OCC)c(c2)OCC)nn1CC(=O)Nc1c(ccc(OC)c1)OC,CCOc1ccc(-c2nnn(CC(=O)Nc3cc(OC)ccc3OC)n2)cc1OCC,1
94,C1CC2(C3C(=O)CCCC=3OC(=C2C#N)N)CCC21OCCO2,N#CC1=C(N)OC2=C(C(=O)CCC2)C12CCC1(CC2)OCCO1,0
95,C1CN(CCN1CC(=O)NCCC1CCCCC=1)C1CCCCC1.Cl,Cl.O=C(CN1CCN(C2CCCCC2)CC1)NCCC1=CCCCC1,0
96,N#C/C(c1ccccc1)=C/N1CCOCC1,N#C/C(=C/N1CCOCC1)c1ccccc1,0
97,C1CC(CNS(=O)(c2cc(C(=O)O)c(cc2)Cl)=O)OC1,O=C(O)c1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl,0
98,c1cccnc1CN1CC23C(C(C(C=C3)O2)C(=O)O)C1=O,O=C(O)C1C2C=CC3(CN(Cc4ccccn4)C(=O)C13)O2,0
99,c1c(c(-c2nnc(SCC(NCc3cc4c(OCO4)cc3)=O)n2C)cc2c1cccc2)O,Cn1c(SCC(=O)NCc2ccc3c(c2)OCO3)nnc1-c1cc2ccccc2cc1O,1
100,N(Cc1nc2c(c([nH]1)=O)cccc2)(C1CCCC1)C(Nc1cccc(c1)C)=O,Cc1cccc(NC(=O)N(Cc2nc3ccccc3c(=O)[nH]2)C2CCCC2)c1,1
101,Cl.o1c(C(C)(C)C)cc(c1CN1CCCCC1)C(O)=O,CC(C)(C)c1cc(C(=O)O)c(CN2CCCCC2)o1.Cl,0
102,c1(nc([nH]n1)-c1c(O)cccc1)SCC(=O)N1c2ccccc2CCC1,O=C(CSc1n[nH]c(-c2ccccc2O)n1)N1CCCc2ccccc21,1
103,c1cnc2c(c1)nc(n2-c1c(OC)cccc1)SCC(=O)N1CCCC1,COc1ccccc1-n1c(SCC(=O)N2CCCC2)nc2cccnc21,1
104,c1c(ccc(N(C)C)c1)N=Cc1c(O)oc(-c2ccccc2)n1,CN(C)c1ccc(N=Cc2nc(-c3ccccc3)oc2O)cc1,1
105,c1(-c2cc(c(cc2)OC)OC)nnn(n1)CC(N(CC(NCCC(C)C)=O)Cc1cccs1)=O,COc1ccc(-c2nnn(CC(=O)N(CC(=O)NCCC(C)C)Cc3cccs3)n2)cc1OC,1
106,c1cc(C(COC(=O)C2CN(C(=O)C2)c2ccc(cc2)OC)=O)cc(OC)c1,COc1ccc(N2CC(C(=O)OCC(=O)c3cccc(OC)c3)CC2=O)cc1,1
107,n1c(n(CC)c(n1)SCc1ccc(cc1)C#N)-c1ccc(S(=O)(=O)N2CCCCC2)cc1,CCn1c(SCc2ccc(C#N)cc2)nnc1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,0
108,O(CC)C(=O)Cc1nc2c(c([nH]n2c(=O)c1)C)-c1ccccc1,CCOC(=O)Cc1cc(=O)n2[nH]c(C)c(-c3ccccc3)c2n1,0
109,c1c2nc(SCC(N3CCC(C)CC3)=O)n(C)c2ncc1,CC1CCN(C(=O)CSc2nc3cccnc3n2C)CC1,0
110,O(c1ccc(cc1)N1CC(C(=O)NC(C)C)CC1=O)CC,CCOc1ccc(N2CC(C(=O)NC(C)C)CC2=O)cc1,0
111,N(Cc1cccs1)(C(c1cccs1)C(NC1CCCCC1)=O)C(c1occc1)=O,O=C(NC1CCCCC1)C(c1cccs1)N(Cc1cccs1)C(=O)c1ccco1,1
112,c12c(sc(NC(CSc3nc4ccccc4o3)=O)n2)cccc1,O=C(CSc1nc2ccccc2o1)Nc1nc2ccccc2s1,0
113,[nH]1nc(c2c1nncn2)OC,COc1n[nH]c2nncnc12,0
114,c1(CC)ccc(cc1)N1C(CC(C1)C(=O)NC1SCCN=1)=O,CCc1ccc(N2CC(C(=O)NC3=NCCS3)CC2=O)cc1,0
115,C1(O)C(=O)N(C(C=1C(c1oc(cc1)C)=O)c1cc(c(O)cc1)OC)CCc1ccccc1,COc1cc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCc2ccccc2)ccc1O,0
116,Cc1n(C(C(O)=O)Cc2ccccc2)c(cc1)C,Cc1ccc(C)n1C(Cc1ccccc1)C(=O)O,0
117,c1c(C)n(nc1C)-c1nc(NC(C)C)nc(n1)NC(C)C,Cc1cc(C)n(-c2nc(NC(C)C)nc(NC(C)C)n2)n1,0
118,c1(c(=O)[nH]c2c(C)cc(cc2c1)C)CN(Cc1nnnn1CC1CCCO1)Cc1ccccc1OC,COc1ccccc1CN(Cc1cc2cc(C)cc(C)c2[nH]c1=O)Cc1nnnn1CC1CCCO1,1
119,COc1ccc(cc1)OCc1n(N)c(nn1)SCC(O)=O,COc1ccc(OCc2nnc(SCC(=O)O)n2N)cc1,0
120,c1(c(C)cc(cc1)/C(O)=C1/C(N(C(=O)C1=O)CCCOC)c1ccncc1)OC(C)C,COCCCN1C(=O)C(=O)/C(=C(/O)c2ccc(OC(C)C)c(C)c2)C1c1ccncc1,0
121,O=S(=O)(N(CC)C1CCCCC1)c1ccc(cc1)S(NCc1ccncc1)(=O)=O,CCN(C1CCCCC1)S(=O)(=O)c1ccc(S(=O)(=O)NCc2ccncc2)cc1,1
122,CC1=C(C(=O)OCC)C(c2cocc2)NC(=O)N1,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,0
123,n1(nnnc1C(c1ccc(cc1)F)N1CCN(CC1)C(c1occc1)=O)CCC(C)C,CC(C)CCn1nnnc1C(c1ccc(F)cc1)N1CCN(C(=O)c2ccco2)CC1,1
124,c1cc(Cl)ccc1CCNC(=O)c1ncn[nH]1,O=C(NCCc1ccc(Cl)cc1)c1ncn[nH]1,0
125,C(=O)(OC)c1cc(/C=C/c2ccccc2)on1,COC(=O)c1cc(/C=C/c2ccccc2)on1,0
126,C(C)(C(=O)NCC1OCCC1)NC(=O)OCc1ccccc1,CC(NC(=O)OCc1ccccc1)C(=O)NCC1CCCO1,0
127,c1(OC)c(ccc(C(=O)NC2CC3N(C(CCC3)C2)CC(C)C)c1)OC,COc1ccc(C(=O)NC2CC3CCCC(C2)N3CC(C)C)cc1OC,0
128,c1ccc(o1)-c1nc2n(-c3ccccc3)ncc2c(o1)=O,O=c1oc(-c2ccco2)nc2c1cnn2-c1ccccc1,0
129,O(CCNC(=O)OC(C)C)C(=O)Nc1cc(ccc1)Cl,CC(C)OC(=O)NCCOC(=O)Nc1cccc(Cl)c1,0
130,c1cc2c3c(c1)NC(Nc3ccc2)c1ccccc1O,Oc1ccccc1C1Nc2cccc3cccc(c23)N1,0
131,c1c(C)c(ccc1)OCC1Oc2nc3n(C)c([nH]c(c3n2C1)=O)=O,Cc1ccccc1OCC1Cn2c(nc3c2c(=O)[nH]c(=O)n3C)O1,0
132,c1cc(ccc1-c1[nH]n2c(c1C)nc1c(c2=O)CCCC1)C,Cc1ccc(-c2[nH]n3c(=O)c4c(nc3c2C)CCCC4)cc1,1
133,C1(CCN(C(NC2CCCCC2)=O)CC1)C(Nc1nnc(s1)CC)=O,CCc1nnc(NC(=O)C2CCN(C(=O)NC3CCCCC3)CC2)s1,0
134,C(C)N(CCNC(=O)c1c(=O)n(c2c(cccc2)c1O)CC=C)CC.Cl,C=CCn1c(=O)c(C(=O)NCCN(CC)CC)c(O)c2ccccc21.Cl,0
135,C1(=C(C2=CCN(CC2C2(CCN(C)CC2)C1(C#N)C#N)C)C#N)N.O.[OH-],CN1CCC2(CC1)C1CN(C)CC=C1C(C#N)=C(N)C2(C#N)C#N.O.[OH-],0
136,[nH]1c(c2c(nc(n2Cc2ccccc2)NCC(=O)c2ccc(C)cc2)n(c1=O)C)=O,Cc1ccc(C(=O)CNc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)cc1,1
137,C1(NCCO)=NCCN1.I,I.OCCNC1=NCCN1,0
138,C1N(CCOC1)C(=O)/C=C1/c2cc(c(OC)cc2CC(C)(N1)C)OC.Cl,COc1cc2c(cc1OC)/C(=C/C(=O)N1CCOCC1)NC(C)(C)C2.Cl,0
139,[nH]1c(nc(C)cc1=O)-n1c(cc(n1)C)C,Cc1cc(=O)[nH]c(-n2nc(C)cc2C)n1,0
140,c1cc(ccc1)-c1cn[nH]c(=O)n1,O=c1nc(-c2ccccc2)cn[nH]1,0
141,c1c(CS(=O)(n2c(C)cc(n2)C)=O)cccc1,Cc1cc(C)n(S(=O)(=O)Cc2ccccc2)n1,0
142,C1(C)C(CCN(CCOCC)C1)OC(C)=O.Cl,CCOCCN1CCC(OC(C)=O)C(C)C1.Cl,0
143,c1cncc(c1)C1C(=C(N)Oc2c1ccc(c2)N(CC)CC)C#N,CCN(CC)c1ccc2c(c1)OC(N)=C(C#N)C2c1cccnc1,1
144,C1CCCC(N2CCN(CC(=O)Nc3c(C(OC)=O)[nH]c4c3cc(cc4)Br)CC2)C1,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCN(C2CCCCC2)CC1,1
145,c1ccc(-n2c(=O)c(c(C)n2C)Nc2c(CC)c(c(C#N)c3n2c2c(n3)cccc2)C)cc1,CCc1c(C)c(C#N)c2nc3ccccc3n2c1Nc1c(C)n(C)n(-c2ccccc2)c1=O,1
146,n12CCSc2nc(c(c1=O)Cc1ccccc1)O,O=c1c(Cc2ccccc2)c(O)nc2n1CCS2,0
147,[nH]1nc(Cc2ccccc2)c([nH]c1=S)=O,O=c1[nH]c(=S)[nH]nc1Cc1ccccc1,0
148,O1CCN(CCN=CC2C(CC(c3ccc(cc3)OC)CC=2O)=O)CC1,COc1ccc(C2CC(=O)C(C=NCCN3CCOCC3)=C(O)C2)cc1,0
149,CC1C2N(CC(CN=2)O)C=CC=1.Cl,CC1=CC=CN2CC(O)CN=C12.Cl,0
150,N1C(CC(c2cc3c(cc2)OCO3)C1)=O,O=C1CC(c2ccc3c(c2)OCO3)CN1,0
151,c1(NC(=O)C(C(F)(F)F)C(F)(F)F)nnc(SCC)s1,CCSc1nnc(NC(=O)C(C(F)(F)F)C(F)(F)F)s1,0
152,n1ncn(c1)-c1ccc(cc1)OC,COc1ccc(-n2cnnc2)cc1,0
153,n1ccc(cc1)-c1[nH]c2cc(F)c(cc2n1)F,Fc1cc2nc(-c3ccncc3)[nH]c2cc1F,1
154,c1c(cccc1)COCCN=Cc1c(C)n(C)nc1,Cc1c(C=NCCOCc2ccccc2)cnn1C,0
155,C1CN(CCO1)CCN=Cc1c(n(-c2cccc(c2)OC)c(=O)[nH]c1=O)O,COc1cccc(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c1,0
