,rand_smi,cano_smi,Y
43,N(C(Cn1nnc2c1cccc2)=O)(C(C(=O)NCCOC)c1oc(C)cc1)CC1CCCO1,COCCNC(=O)C(c1ccc(C)o1)N(CC1CCCO1)C(=O)Cn1nnc2ccccc21,0
44,Br.C1CCCCN1CCn1c(=N)n(CC(=O)OC)c2c1cccc2,Br.COC(=O)Cn1c(=N)n(CCN2CCCCC2)c2ccccc21,0
45,c1(onc(n1)-c1cc(c(cc1)OC)OC)C1CN(C(=O)c2c(cccc2)OC)CCC1,COc1ccc(-c2noc(C3CCCN(C(=O)c4ccccc4OC)C3)n2)cc1OC,1
46,c1c(ccc(c1)SCC(=O)Nc1nnc(s1)COC)C,COCc1nnc(NC(=O)CSc2ccc(C)cc2)s1,1
47,C(CCn1c2c(=O)n(c(n(c2nc1SCC(N1CCCC1)=O)C)=O)C)C,CCCCn1c(SCC(=O)N2CCCC2)nc2c1c(=O)n(C)c(=O)n2C,0
48,C(CC(=O)O)n1nc(nn1)-c1cccs1,O=C(O)CCn1nnc(-c2cccs2)n1,0
49,c1cc2c(nc(o2)SCC(=O)Nc2c(cccc2)N2CCCCCC2)cc1,O=C(CSc1nc2ccccc2o1)Nc1ccccc1N1CCCCCC1,1
50,C(Sc1nc2c(nn1)c1c(cccc1)[nH]2)C(CC(OCC)=O)=O,CCOC(=O)CC(=O)CSc1nnc2c(n1)[nH]c1ccccc12,1
51,C1N(CCC(C1)c1[nH]c(=O)c2nnn(Cc3ccccc3Cl)c2n1)C(Cc1sccc1)=O,O=C(Cc1cccs1)N1CCC(c2nc3c(nnn3Cc3ccccc3Cl)c(=O)[nH]2)CC1,1
52,c1ccc2n(CCOc3c(cccc3)OC)cc(C(=O)c3occc3)c2c1,COc1ccccc1OCCn1cc(C(=O)c2ccco2)c2ccccc21,1
53,C(=O)(CN1C2CCCC1CC(C2)NC(c1cccc(c1)OC)=O)Nc1ccccc1.Cl,COc1cccc(C(=O)NC2CC3CCCC(C2)N3CC(=O)Nc2ccccc2)c1.Cl,1
54,N(C1CCN(c2nc(cs2)-c2ccc(cc2)C)CC1)S(=O)(=O)c1ccc2c(c1)OCCO2,Cc1ccc(-c2csc(N3CCC(NS(=O)(=O)c4ccc5c(c4)OCCO5)CC3)n2)cc1,1
55,c1c(C)ccc(c1)NC(=O)NC1CCN(S(=O)(c2ccc(OC)cc2)=O)CC1,COc1ccc(S(=O)(=O)N2CCC(NC(=O)Nc3ccc(C)cc3)CC2)cc1,0
56,Cn1c(SCc2ccccc2)nnc1CNC(=O)Nc1ccccc1,Cn1c(CNC(=O)Nc2ccccc2)nnc1SCc1ccccc1,1
57,o1c(ccc1S(=O)(=O)NC(NCCCC)=O)C(=O)OC(C)C,CCCCNC(=O)NS(=O)(=O)c1ccc(C(=O)OC(C)C)o1,1
58,C(=O)(c1ccc(cc1)C)C1CCNCC1.Cl,Cc1ccc(C(=O)C2CCNCC2)cc1.Cl,0
59,c1cc(C(N2CCCC2C(O)=O)=O)ccc1OCC,CCOc1ccc(C(=O)N2CCCC2C(=O)O)cc1,0
60,c1(nc2ncnn2c(NCCc2ccc(OC)cc2)c1C)C,COc1ccc(CCNc2c(C)c(C)nc3ncnn23)cc1,1
61,c1ccc(cc1OC)/C(=C1/C(N(CCOC)C(C1=O)=O)c1ccco1)O,COCCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccco1,0
62,c1(ccc(cc1)-c1nc(nc(c1)C(F)F)-n1nc(C)cc1C)OC,COc1ccc(-c2cc(C(F)F)nc(-n3nc(C)cc3C)n2)cc1,1
63,Cc1c(CC)c(=O)n2c(c(c([nH]2)C)C#N)n1,CCc1c(C)nc2c(C#N)c(C)[nH]n2c1=O,0
64,N1(C(=O)OCC)CCN(CC1)C(c1cc(S(=O)(N2CCOCC2)=O)c(Cl)cc1)=O,CCOC(=O)N1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1,0
65,c1c(ccc(C)c1)Cn1c2c(nn1)c([nH]c(n2)C1CCN(CC1)C(=O)Cc1sccc1)=O,Cc1ccc(Cn2nnc3c(=O)[nH]c(C4CCN(C(=O)Cc5cccs5)CC4)nc32)cc1,1
66,C(C)C(N(Cc1occc1)c1nc(cs1)-c1ccccc1)=O,CCC(=O)N(Cc1ccco1)c1nc(-c2ccccc2)cs1,1
67,O1CCOC21CCN(CC2)C(CCC(=O)Nc1noc(c1)C)=O,Cc1cc(NC(=O)CCC(=O)N2CCC3(CC2)OCCO3)no1,0
68,c1(C(Nc2cc3ccccc3nc2)=O)cc(-n2cnnn2)ccc1,O=C(Nc1cnc2ccccc2c1)c1cccc(-n2cnnn2)c1,0
69,c1ccoc1C(NCC(OCc1c(cccc1F)Cl)=O)=O,O=C(CNC(=O)c1ccco1)OCc1c(F)cccc1Cl,0
70,N1(CCN(Cc2ccncc2)CC1)C(c1nnnn1C1CCCC1)c1ccc(Cl)cc1,Clc1ccc(C(c2nnnn2C2CCCC2)N2CCN(Cc3ccncc3)CC2)cc1,1
71,c1(nnc(o1)SCC(Oc1ccccc1)=O)-c1cnccc1,O=C(CSc1nnc(-c2cccnc2)o1)Oc1ccccc1,0
72,c1(-c2cnccc2)[nH]nc(n1)SCC(=O)OCC,CCOC(=O)CSc1n[nH]c(-c2cccnc2)n1,0
73,O=c1n(c2nc(n(c2c(n1C)=O)CCCC)Cl)C,CCCCn1c(Cl)nc2c1c(=O)n(C)c(=O)n2C,0
74,c1ccc(cc1)-c1ccc(NC(=O)C)s1,CC(=O)Nc1ccc(-c2ccccc2)s1,0
75,O=C(NCCOC)COC(c1c(c(sn1)Cl)Cl)=O,COCCNC(=O)COC(=O)c1nsc(Cl)c1Cl,0
76,C(=O)(Nc1c(OC)ccc(OC)c1)Cn1nnc(-c2ccc(OCC)c(c2)OCC)n1,CCOc1ccc(-c2nnn(CC(=O)Nc3cc(OC)ccc3OC)n2)cc1OCC,0
77,C1(=C(C2(C3=C(CCCC3=O)O1)CCC1(OCCO1)CC2)C#N)N,N#CC1=C(N)OC2=C(C(=O)CCC2)C12CCC1(CC2)OCCO1,0
78,Cl.N1(CCN(CC1)C1CCCCC1)CC(NCCC1CCCCC=1)=O,Cl.O=C(CN1CCN(C2CCCCC2)CC1)NCCC1=CCCCC1,0
79,c1(OC)cc(c(-n2cnnn2)cc1OC)C(Nc1ccc2c(OCCO2)c1)=O,COc1cc(C(=O)Nc2ccc3c(c2)OCCO3)c(-n2cnnn2)cc1OC,0
80,O=C(c1cc(ccc1Cl)S(=O)(NCC1OCCC1)=O)O,O=C(O)c1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl,0
81,O=C(O)C1C2OC3(C=C2)CN(Cc2ncccc2)C(=O)C13,O=C(O)C1C2C=CC3(CN(Cc4ccccn4)C(=O)C13)O2,0
82,n1nc(n(c1SCC(NCc1cc2c(OCO2)cc1)=O)C)-c1c(cc2c(cccc2)c1)O,Cn1c(SCC(=O)NCc2ccc3c(c2)OCO3)nnc1-c1cc2ccccc2cc1O,1
83,Cc1cc(ccc1)NC(=O)N(Cc1[nH]c(c2c(cccc2)n1)=O)C1CCCC1,Cc1cccc(NC(=O)N(Cc2nc3ccccc3c(=O)[nH]2)C2CCCC2)c1,1
84,C1CN(CCN1C(c1nnnn1CCOC)CC)C(=O)c1ccco1.Cl,CCC(c1nnnn1CCOC)N1CCN(C(=O)c2ccco2)CC1.Cl,0
85,C1CCN(Cc2c(C(=O)O)cc(o2)C(C)(C)C)CC1.Cl,CC(C)(C)c1cc(C(=O)O)c(CN2CCCCC2)o1.Cl,0
86,C1CN(CCN1S(c1ccccc1)(=O)=O)c1cc(nc2ncnn12)-c1ccccc1,O=S(=O)(c1ccccc1)N1CCN(c2cc(-c3ccccc3)nc3ncnn23)CC1,1
87,c1c2N(C(=O)CSc3n[nH]c(-c4ccccc4O)n3)CCCc2ccc1,O=C(CSc1n[nH]c(-c2ccccc2O)n1)N1CCCc2ccccc21,1
88,s1c2nnc(CC)n2nc1-c1ccc(NC(=O)c2occc2)cc1,CCc1nnc2sc(-c3ccc(NC(=O)c4ccco4)cc3)nn12,0
89,c1c(N=Cc2c(O)oc(-c3ccccc3)n2)ccc(N(C)C)c1,CN(C)c1ccc(N=Cc2nc(-c3ccccc3)oc2O)cc1,1
90,Clc1ccccc1CNc1nc(=O)[nH]nc1C,Cc1n[nH]c(=O)nc1NCc1ccccc1Cl,0
91,c1ccc(OC)cc1C(COC(=O)C1CN(C(=O)C1)c1ccc(OC)cc1)=O,COc1ccc(N2CC(C(=O)OCC(=O)c3cccc(OC)c3)CC2=O)cc1,1
92,c1cc(cc(c1)OC)-c1cc2n(c(N3CCC4(OCCO4)CC3)cc(n2)-c2ccccc2)n1,COc1cccc(-c2cc3nc(-c4ccccc4)cc(N4CCC5(CC4)OCCO5)n3n2)c1,1
93,c1cc(-c2nnc(SCc3ccc(C#N)cc3)n2CC)ccc1S(N1CCCCC1)(=O)=O,CCn1c(SCc2ccc(C#N)cc2)nnc1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,1
94,O=C(N1CCC(CC1)C)CSc1nc2cccnc2n1C,CC1CCN(C(=O)CSc2nc3cccnc3n2C)CC1,0
95,c1cc(ccc1OCC)N1C(=O)CC(C(=O)NC(C)C)C1,CCOc1ccc(N2CC(C(=O)NC(C)C)CC2=O)cc1,0
96,C1C(CCCC1)NC(=O)C(N(C(=O)c1ccco1)Cc1cccs1)c1sccc1,O=C(NC1CCCCC1)C(c1cccs1)N(Cc1cccs1)C(=O)c1ccco1,1
97,c1c2c(sc(NC(=O)CSc3oc4c(n3)cccc4)n2)ccc1,O=C(CSc1nc2ccccc2o1)Nc1nc2ccccc2s1,1
98,O(c1c2ncnnc2[nH]n1)C,COc1n[nH]c2nncnc12,0
99,O=C(C1CN(C(C1)=O)c1ccc(CC)cc1)NC1SCCN=1,CCc1ccc(N2CC(C(=O)NC3=NCCS3)CC2=O)cc1,1
100,Cc1ccc(o1)C(=O)C1=C(C(=O)N(CCc2ccccc2)C1c1cc(OC)c(O)cc1)O,COc1cc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCc2ccccc2)ccc1O,1
101,c1c(cccc1)CC(n1c(C)ccc1C)C(=O)O,Cc1ccc(C)n1C(Cc1ccccc1)C(=O)O,1
102,CC(Nc1nc(-n2c(C)cc(C)n2)nc(NC(C)C)n1)C,Cc1cc(C)n(-c2nc(NC(C)C)nc(NC(C)C)n2)n1,0
103,c1(n(N)c(COc2ccc(OC)cc2)nn1)SCC(O)=O,COc1ccc(OCc2nnc(SCC(=O)O)n2N)cc1,0
104,c1c(S(=O)(N(CC)C2CCCCC2)=O)ccc(c1)S(NCc1ccncc1)(=O)=O,CCN(C1CCCCC1)S(=O)(=O)c1ccc(S(=O)(=O)NCc2ccncc2)cc1,1
105,O=C1NC(=C(C(c2cocc2)N1)C(=O)OCC)C,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,1
106,c1cc(Cl)ccc1CCNC(=O)c1[nH]ncn1,O=C(NCCc1ccc(Cl)cc1)c1ncn[nH]1,0
107,o1nc(C(=O)OC)cc1/C=C/c1ccccc1,COC(=O)c1cc(/C=C/c2ccccc2)on1,0
108,c1cc(CNc2nc3ccccc3n2CC=C)ccc1,C=CCn1c(NCc2ccccc2)nc2ccccc21,0
109,O=C(C(C)NC(=O)OCc1ccccc1)NCC1CCCO1,CC(NC(=O)OCc1ccccc1)C(=O)NCC1CCCO1,0
110,c1ccc2CCN(c3c4c(n(Cc5ccccc5)nn4)ncn3)Cc2c1,c1ccc(Cn2nnc3c(N4CCc5ccccc5C4)ncnc32)cc1,1
111,C(c1n[nH]nn1)(Cc1cccc(OC)c1OC)C(Nc1cc(C)ccc1C)=O,COc1cccc(CC(C(=O)Nc2cc(C)ccc2C)c2nn[nH]n2)c1OC,0
112,c1ccc2c(c1)sc(n2)N1CCN(c2cc(nc3n2ncn3)C)CC1,Cc1cc(N2CCN(c3nc4ccccc4s3)CC2)n2ncnc2n1,0
113,c1cccc(c1)C(=O)c1cc2c(cc1NC(=O)C(C)C)OCCO2,CC(C)C(=O)Nc1cc2c(cc1C(=O)c1ccccc1)OCCO2,1
114,o1cccc1C(=O)C1C(N(CCc2ccc(c(OC)c2)OC)C(=O)C=1O)c1sccc1,COc1ccc(CCN2C(=O)C(O)=C(C(=O)c3ccco3)C2c2cccs2)cc1OC,1
115,O(C)c1ccc(c(OC)c1)C1C2C(CC(CC=2NC(=C1C(=O)N1CCOCC1)C)(C)C)=O,COc1ccc(C2C(C(=O)N3CCOCC3)=C(C)NC3=C2C(=O)CC(C)(C)C3)c(OC)c1,0
116,O=c1c2c(nc(-c3occc3)o1)n(nc2)-c1ccccc1,O=c1oc(-c2ccco2)nc2c1cnn2-c1ccccc1,1
117,O=C(OC(C)C)NCCOC(Nc1cc(ccc1)Cl)=O,CC(C)OC(=O)NCCOC(=O)Nc1cccc(Cl)c1,1
118,c12cccc3c2c(ccc3)NC(c2c(cccc2)O)N1,Oc1ccccc1C1Nc2cccc3cccc(c23)N1,1
119,C(Oc1ccccc1C)C1Oc2nc3n(C)c(=O)[nH]c(c3n2C1)=O,Cc1ccccc1OCC1Cn2c(nc3c2c(=O)[nH]c(=O)n3C)O1,0
120,c1c(C)cccc1NC(Cn1c2c(cccc2)oc1=O)=O,Cc1cccc(NC(=O)Cn2c(=O)oc3ccccc32)c1,0
121,C1C2(CCN(C1)C)C1C(=CCN(C1)C)C(C#N)=C(N)C2(C#N)C#N.O.[OH-],CN1CCC2(CC1)C1CN(C)CC=C1C(C#N)=C(N)C2(C#N)C#N.O.[OH-],0
122,n1(C)c2nc(n(Cc3ccccc3)c2c([nH]c1=O)=O)NCC(=O)c1ccc(C)cc1,Cc1ccc(C(=O)CNc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)cc1,1
123,I.N1CCNC=1NCCO,I.OCCNC1=NCCN1,0
124,c1(C)cc([nH]c(n1)-n1nc(C)cc1C)=O,Cc1cc(=O)[nH]c(-n2nc(C)cc2C)n1,0
125,C(C)OC(C1C(c2occc2)C(=C(N)n2c(/c(=C/c3ccco3)sc2=1)=O)C(=O)OCC)=O,CCOC(=O)C1=C(N)n2c(s/c(=C\c3ccco3)c2=O)=C(C(=O)OCC)C1c1ccco1,1
126,c1(-c2ccccc2)cn[nH]c(n1)=O,O=c1nc(-c2ccccc2)cn[nH]1,0
127,c1c(n(nc1C)S(=O)(=O)Cc1ccccc1)C,Cc1cc(C)n(S(=O)(=O)Cc2ccccc2)n1,0
128,c1c(nn(-c2nc(C)cc(Oc3ccc(cc3)C(=O)OC)n2)c1C)C,COC(=O)c1ccc(Oc2cc(C)nc(-n3nc(C)cc3C)n2)cc1,1
129,Cl.N1(CCOCC)CCC(OC(C)=O)C(C)C1,CCOCCN1CCC(OC(C)=O)C(C)C1.Cl,0
130,NC1Oc2c(C(c3cnccc3)C=1C#N)ccc(N(CC)CC)c2,CCN(CC)c1ccc2c(c1)OC(N)=C(C#N)C2c1cccnc1,1
131,c12c(cc(Br)cc1)c(NC(=O)CN1CCN(CC1)C1CCCCC1)c([nH]2)C(OC)=O,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCN(C2CCCCC2)CC1,0
132,CCC(NC(Nc1cc(c(c(OC)c1)OC)OC)=O)(C(F)(F)F)C(F)(F)F,CCC(NC(=O)Nc1cc(OC)c(OC)c(OC)c1)(C(F)(F)F)C(F)(F)F,1
133,c1c(ccc(C2CC(=O)C(=C(O)C2)C=NCCN2CCOCC2)c1)OC,COc1ccc(C2CC(=O)C(C=NCCN3CCOCC3)=C(O)C2)cc1,0
134,O1COc2cc(C3CNC(=O)C3)ccc21,O=C1CC(c2ccc3c(c2)OCO3)CN1,0
135,FC(F)(F)C(C(F)(F)F)C(Nc1sc(SCC)nn1)=O,CCSc1nnc(NC(=O)C(C(F)(F)F)C(F)(F)F)s1,1
136,c1(c(cc2nc([nH]c2c1)-c1ccncc1)F)F,Fc1cc2nc(-c3ccncc3)[nH]c2cc1F,1
137,Cc1n(C)ncc1C=NCCOCc1ccccc1,Cc1c(C=NCCOCc2ccccc2)cnn1C,0
138,O=c1c(C=NCCN(C)C)c(O)n(CC=C)c([nH]1)=O,C=CCn1c(O)c(C=NCCN(C)C)c(=O)[nH]c1=O,0
139,c1(O)n(c([nH]c(c1C=NCCN1CCOCC1)=O)=O)-c1c(cc(C)cc1C)C,Cc1cc(C)c(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c(C)c1,0
140,O=c1[nH]c(=O)c(c(n1CCCC)O)C=NCCN1CCCCC1,CCCCn1c(O)c(C=NCCN2CCCCC2)c(=O)[nH]c1=O,0
141,C1(C(C(OCC)=O)C(NC1C)=O)c1ccccc1,CCOC(=O)C1C(=O)NC(C)C1c1ccccc1,0
142,O(c1ccc(-c2ccccc2)cc1)c1cc(C)nc(N2CCOCC2)n1,Cc1cc(Oc2ccc(-c3ccccc3)cc2)nc(N2CCOCC2)n1,1
143,COc1c(cc(cc1)CC(NCc1ncccc1)=O)OC,COc1ccc(CC(=O)NCc2ccccn2)cc1OC,0
144,c1ccc2c(nc(-c3ccncc3)nc2N2CCCCC2C)c1,CC1CCCCN1c1nc(-c2ccncc2)nc2ccccc12,1
145,c1(C(c2ccc(C)cc2)=O)c([nH]nc1)-c1cc(ccc1O)Cl,Cc1ccc(C(=O)c2cn[nH]c2-c2cc(Cl)ccc2O)cc1,1
146,O(c1n[nH]c(=O)cc1)c1nc(SC)nc(n1)N(C)C,CSc1nc(Oc2ccc(=O)[nH]n2)nc(N(C)C)n1,0
147,c12CCCCc2c(-c2occc2)c(C#N)c(SCC(Nc2cccc(c2)OC)=O)n1,COc1cccc(NC(=O)CSc2nc3c(c(-c4ccco4)c2C#N)CCCC3)c1,0
148,c1(nc(cc(-c2coc(C)c2)c1C#N)-c1ccc(cc1)Cl)N,Cc1cc(-c2cc(-c3ccc(Cl)cc3)nc(N)c2C#N)co1,1
149,c1c(ccc(OC)c1)S(N1CCC(CC1)N1CCCCC1)(=O)=O,COc1ccc(S(=O)(=O)N2CCC(N3CCCCC3)CC2)cc1,0
150,C1(N(C(/C(C1=O)=C(\c1ccc(cc1)Cl)O)c1ccc(cc1OC)OC)CCN1CCOCC1)=O,COc1ccc(C2/C(=C(/O)c3ccc(Cl)cc3)C(=O)C(=O)N2CCN2CCOCC2)c(OC)c1,0
151,n1c2c(nc(C(C#N)C(OC(C)C)=O)c1N1CCN(Cc3ccccc3)CC1)cccc2,CC(C)OC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(Cc2ccccc2)CC1,1
152,N1(C2CCN(CC2)C(=O)COc2cccc(c2)C)CCCCCC1,Cc1cccc(OCC(=O)N2CCC(N3CCCCCC3)CC2)c1,0
153,c1cc2c(cc3c(OC4CC(C)(C)CC(=O)C=4C3C(C#N)C#N)n2)cc1,CC1(C)CC(=O)C2=C(C1)Oc1nc3ccccc3cc1C2C(C#N)C#N,1
154,c1ccccc1-n1c(SCCN(C)C)nc(c(CCCC)c1=O)O,CCCCc1c(O)nc(SCCN(C)C)n(-c2ccccc2)c1=O,0
155,c1cc(ccc1)C1C2(C1(C(NC(Nc1ccccc1)=O)=NC2(OC)OC)C#N)C#N,COC1(OC)N=C(NC(=O)Nc2ccccc2)C2(C#N)C(c3ccccc3)C12C#N,1
156,C(CNS(c1ccc(cc1)C)(=O)=O)Sc1n(nnn1)C,Cc1ccc(S(=O)(=O)NCCSc2nnnn2C)cc1,0
